# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.0 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-17T00:00:00.0
# Date end (ISO 8601): 2022-07-18T00:00:00.0
# Latitude (positive North, ISO 19115): 41.8900
# Longitude (positive East, ISO 19115): 12.4900
# Altitude (m): 39.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2022-07-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-22T03:00:00.0/2022-06-22T04:00:00.0;11.6024;2.5466;0.0597;2.4869;1.3631;1.3838;0.0000;1.3838;0.0000;1.0000
2022-06-22T04:00:00.0/2022-06-22T05:00:00.0;186.3802;65.1292;10.6326;54.4966;61.1185;58.7889;4.4329;54.3560;21.6015;1.0000
2022-06-22T05:00:00.0/2022-06-22T06:00:00.0;420.3842;208.1105;75.9873;132.1232;230.0035;197.5622;74.4068;123.1554;222.7067;1.0000
2022-06-22T06:00:00.0/2022-06-22T07:00:00.0;649.5980;388.0397;194.7890;193.2507;391.2054;378.6329;209.7818;168.8511;420.9621;1.0000
2022-06-22T07:00:00.0/2022-06-22T08:00:00.0;858.4045;568.0257;334.0654;233.9603;511.1206;540.7944;329.1962;211.5982;503.7436;1.0000
2022-06-22T08:00:00.0/2022-06-22T09:00:00.0;1032.5757;724.1626;465.2531;258.9096;593.1061;717.1292;498.8482;218.2810;636.3262;1.0000
2022-06-22T09:00:00.0/2022-06-22T10:00:00.0;1160.2426;838.7484;560.7306;278.0179;636.8820;794.8258;497.4308;297.3950;566.5416;1.0000
2022-06-22T10:00:00.0/2022-06-22T11:00:00.0;1232.7047;902.1102;607.4048;294.7054;649.4953;870.6683;573.4343;297.2339;612.3726;1.0000
2022-06-22T11:00:00.0/2022-06-22T12:00:00.0;1245.0236;911.5844;608.0158;303.5685;643.7037;853.3318;546.6902;306.6417;578.3420;1.0000
2022-06-22T12:00:00.0/2022-06-22T13:00:00.0;1196.3596;868.5391;570.3126;298.2265;628.2728;772.5214;437.0406;335.4807;480.9474;1.0000
2022-06-22T13:00:00.0/2022-06-22T14:00:00.0;1090.0293;776.3140;497.9008;278.4131;601.7038;604.4709;220.8856;383.5853;267.7016;1.0000
2022-06-22T14:00:00.0/2022-06-22T15:00:00.0;933.2788;640.0590;390.9576;249.1015;551.1313;492.8942;184.3750;308.5191;255.4163;1.0000
2022-06-22T15:00:00.0/2022-06-22T16:00:00.0;736.7899;471.7133;263.1622;208.5511;468.3171;269.6824;13.7681;255.9144;23.0663;1.0000
2022-06-22T16:00:00.0/2022-06-22T17:00:00.0;513.9513;289.5853;135.0967;154.4886;340.6818;183.9945;20.3165;163.6780;59.1747;1.0000
2022-06-22T17:00:00.0/2022-06-22T18:00:00.0;279.9457;122.7724;37.4791;85.2933;162.9324;111.0014;27.5157;83.4857;113.5487;1.0000
2022-06-22T18:00:00.0/2022-06-22T19:00:00.0;58.7156;16.9615;1.6040;15.3575;17.8536;13.5769;0.0000;13.5769;0.0000;1.0000
2022-06-22T19:00:00.0/2022-06-22T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-22T20:00:00.0/2022-06-22T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-22T21:00:00.0/2022-06-22T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-22T22:00:00.0/2022-06-22T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-22T23:00:00.0/2022-06-23T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-23T00:00:00.0/2022-06-23T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-23T01:00:00.0/2022-06-23T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-23T02:00:00.0/2022-06-23T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-23T03:00:00.0/2022-06-23T04:00:00.0;11.3022;2.5200;0.0770;2.4430;1.8096;1.3204;0.0000;1.3204;0.0000;1.0000
2022-06-23T04:00:00.0/2022-06-23T05:00:00.0;185.3841;66.4981;12.7551;53.7431;74.7015;29.4670;0.0000;29.4670;0.0000;1.0000
2022-06-23T05:00:00.0/2022-06-23T06:00:00.0;419.3603;210.9604;82.1451;128.8153;250.0216;108.4482;0.2906;108.1576;0.9389;1.0000
2022-06-23T06:00:00.0/2022-06-23T07:00:00.0;648.6055;388.3689;199.1780;189.1909;401.1295;197.3195;0.0000;197.3195;0.0000;1.0000
2022-06-23T07:00:00.0/2022-06-23T08:00:00.0;857.5002;562.5169;329.8817;232.6353;505.4507;264.3516;0.3746;263.9770;0.5844;1.0000
2022-06-23T08:00:00.0/2022-06-23T09:00:00.0;1031.8097;711.7167;449.1179;262.5988;573.0344;272.5688;0.0000;272.5688;0.0000;1.0000
2022-06-23T09:00:00.0/2022-06-23T10:00:00.0;1159.6554;823.7728;548.1888;275.5840;622.6917;366.1770;2.0365;364.1405;2.3255;1.0000
2022-06-23T10:00:00.0/2022-06-23T11:00:00.0;1232.3240;889.3336;616.8510;272.4826;659.6519;339.3459;0.3344;339.0115;0.3530;1.0000
2022-06-23T11:00:00.0/2022-06-23T12:00:00.0;1244.8623;902.0795;640.8586;261.2209;678.5143;515.3144;100.1313;415.1831;106.2351;1.0000
2022-06-23T12:00:00.0/2022-06-23T13:00:00.0;1196.4153;857.0194;597.7216;259.2978;658.1694;519.6116;112.3185;407.2932;123.3655;1.0000
2022-06-23T13:00:00.0/2022-06-23T14:00:00.0;1090.2841;757.1073;492.9678;264.1395;595.1484;619.6193;294.3749;325.2444;357.7659;1.0000
2022-06-23T14:00:00.0/2022-06-23T15:00:00.0;933.7006;614.1731;359.2086;254.9645;505.3510;407.5805;90.2930;317.2876;124.8606;1.0000
2022-06-23T15:00:00.0/2022-06-23T16:00:00.0;737.3348;446.0740;226.4827;219.5913;402.3940;258.8266;19.4677;239.3589;32.9662;1.0000
2022-06-23T16:00:00.0/2022-06-23T17:00:00.0;514.5668;271.0268;111.1506;159.8762;279.2252;137.0693;0.2649;136.8044;0.5928;1.0000
2022-06-23T17:00:00.0/2022-06-23T18:00:00.0;280.5739;113.2294;28.0912;85.1382;120.7439;73.6795;0.0000;73.6795;0.0000;1.0000
2022-06-23T18:00:00.0/2022-06-23T19:00:00.0;59.1408;15.7434;1.0316;14.7119;11.4528;12.2468;0.0000;12.2468;0.0000;1.0000
2022-06-23T19:00:00.0/2022-06-23T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-23T20:00:00.0/2022-06-23T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-23T21:00:00.0/2022-06-23T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-23T22:00:00.0/2022-06-23T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-23T23:00:00.0/2022-06-24T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-24T00:00:00.0/2022-06-24T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-24T01:00:00.0/2022-06-24T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-24T02:00:00.0/2022-06-24T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-24T03:00:00.0/2022-06-24T04:00:00.0;10.9392;2.4865;0.0898;2.3967;2.1744;1.3728;0.0000;1.3728;0.0000;1.0000
2022-06-24T04:00:00.0/2022-06-24T05:00:00.0;184.2880;69.2568;16.1289;53.1279;94.9895;38.1512;0.0000;38.1512;0.0000;1.0000
2022-06-24T05:00:00.0/2022-06-24T06:00:00.0;418.2507;223.1173;102.1273;120.9900;311.8846;57.9864;0.0000;57.9864;0.0000;1.0000
2022-06-24T06:00:00.0/2022-06-24T07:00:00.0;647.5412;411.1577;244.1382;167.0195;492.5823;118.1901;0.0000;118.1901;0.0000;1.0000
2022-06-24T07:00:00.0/2022-06-24T08:00:00.0;856.5364;595.2864;402.5327;192.7537;617.3755;333.6024;57.9371;275.6653;89.3531;1.0000
2022-06-24T08:00:00.0/2022-06-24T09:00:00.0;1030.9943;754.1327;551.5850;202.5477;704.1728;255.1788;0.0088;255.1701;0.0122;1.0000
2022-06-24T09:00:00.0/2022-06-24T10:00:00.0;1159.0256;868.8638;658.8152;210.0486;748.9467;452.4565;107.5073;344.9492;119.1790;1.0000
2022-06-24T10:00:00.0/2022-06-24T11:00:00.0;1231.9042;930.1328;710.9189;219.2139;760.5051;855.8541;639.8578;215.9963;683.6062;1.0000
2022-06-24T11:00:00.0/2022-06-24T12:00:00.0;1244.6616;937.6326;714.1835;223.4491;756.1591;727.1917;362.6235;364.5682;383.9383;1.0000
2022-06-24T12:00:00.0/2022-06-24T13:00:00.0;1196.4276;891.8642;670.8527;221.0115;738.8019;846.7763;637.4709;209.3055;703.5753;1.0000
2022-06-24T13:00:00.0/2022-06-24T14:00:00.0;1090.4879;796.4451;584.9552;211.4900;706.4702;598.2981;291.2713;307.0268;345.6689;1.0000
2022-06-24T14:00:00.0/2022-06-24T15:00:00.0;934.0611;658.0469;462.6194;195.4275;651.5887;517.5065;252.3682;265.1383;362.8913;1.0000
2022-06-24T15:00:00.0/2022-06-24T16:00:00.0;737.8060;490.5567;321.6527;168.9039;572.3002;435.9620;243.2695;192.6925;426.9518;1.0000
2022-06-24T16:00:00.0/2022-06-24T17:00:00.0;515.0945;309.3862;179.0099;130.3763;452.2556;261.8553;117.9390;143.9163;296.4236;1.0000
2022-06-24T17:00:00.0/2022-06-24T18:00:00.0;281.1000;136.1168;57.7294;78.3874;253.4411;110.6554;29.9186;80.7368;132.8397;1.0000
2022-06-24T18:00:00.0/2022-06-24T19:00:00.0;59.4842;18.6824;2.8358;15.8466;30.6919;15.1101;0.2446;14.8655;2.0587;1.0000
2022-06-24T19:00:00.0/2022-06-24T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-24T20:00:00.0/2022-06-24T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-24T21:00:00.0/2022-06-24T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-24T22:00:00.0/2022-06-24T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-24T23:00:00.0/2022-06-25T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-25T00:00:00.0/2022-06-25T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-25T01:00:00.0/2022-06-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-25T02:00:00.0/2022-06-25T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-25T03:00:00.0/2022-06-25T04:00:00.0;10.5895;2.4006;0.0851;2.3156;1.9471;1.2065;0.0000;1.2065;0.0000;1.0000
2022-06-25T04:00:00.0/2022-06-25T05:00:00.0;183.0935;66.7583;13.9917;52.7666;83.3497;15.0962;0.0000;15.0962;0.0000;1.0000
2022-06-25T05:00:00.0/2022-06-25T06:00:00.0;417.0572;208.9487;81.9509;126.9977;251.7377;44.4409;0.0000;44.4409;0.0000;1.0000
2022-06-25T06:00:00.0/2022-06-25T07:00:00.0;646.4066;384.2003;196.3779;187.8223;396.3901;86.1130;0.0000;86.1130;0.0000;1.0000
2022-06-25T07:00:00.0/2022-06-25T08:00:00.0;855.5143;560.5188;333.2755;227.2433;511.5387;135.8280;0.0000;135.8280;0.0000;1.0000
2022-06-25T08:00:00.0/2022-06-25T09:00:00.0;1030.1304;712.7118;461.5804;251.1314;589.6609;393.1024;76.4945;316.6079;94.2475;1.0000
2022-06-25T09:00:00.0/2022-06-25T10:00:00.0;1158.3541;822.3681;546.8174;275.5506;622.0242;576.0271;179.7971;396.2300;205.0170;1.0000
2022-06-25T10:00:00.0/2022-06-25T11:00:00.0;1231.4456;880.4233;575.5868;304.8365;615.9544;742.2052;401.4719;340.7333;427.8656;1.0000
2022-06-25T11:00:00.0/2022-06-25T12:00:00.0;1244.4215;885.5137;562.0842;323.4295;595.1577;842.2070;500.5941;341.6129;529.9795;1.0000
2022-06-25T12:00:00.0/2022-06-25T13:00:00.0;1196.3960;843.1572;526.1515;317.0057;579.4650;841.8746;572.5801;269.2945;631.1114;1.0000
2022-06-25T13:00:00.0/2022-06-25T14:00:00.0;1090.6400;756.7917;469.0544;287.7374;566.5064;750.6505;505.8395;244.8109;609.6898;1.0000
2022-06-25T14:00:00.0/2022-06-25T15:00:00.0;934.3593;627.4770;379.7943;247.6826;534.8933;605.7687;378.3039;227.4648;534.5226;1.0000
2022-06-25T15:00:00.0/2022-06-25T16:00:00.0;738.2019;463.1766;257.4606;205.7160;456.8370;454.0897;276.1009;177.9888;489.6528;1.0000
2022-06-25T16:00:00.0/2022-06-25T17:00:00.0;515.5330;281.9468;127.0550;154.8918;318.6160;270.1099;129.2490;140.8609;322.7795;1.0000
2022-06-25T17:00:00.0/2022-06-25T18:00:00.0;281.5226;117.6821;32.1995;85.4826;137.7381;107.9853;23.2061;84.7792;91.8850;1.0000
2022-06-25T18:00:00.0/2022-06-25T19:00:00.0;59.7449;16.2736;1.1175;15.1561;12.2894;13.0532;0.0000;13.0532;0.0000;1.0000
2022-06-25T19:00:00.0/2022-06-25T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-25T20:00:00.0/2022-06-25T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-25T21:00:00.0/2022-06-25T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-25T22:00:00.0/2022-06-25T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-25T23:00:00.0/2022-06-26T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-26T00:00:00.0/2022-06-26T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-26T01:00:00.0/2022-06-26T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-26T02:00:00.0/2022-06-26T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-26T03:00:00.0/2022-06-26T04:00:00.0;10.2079;2.3498;0.0903;2.2595;2.1367;1.2467;0.0000;1.2467;0.0000;1.0000
2022-06-26T04:00:00.0/2022-06-26T05:00:00.0;181.8023;69.4981;16.7405;52.7576;99.2699;62.5047;10.2806;52.2240;53.5968;1.0000
2022-06-26T05:00:00.0/2022-06-26T06:00:00.0;415.7813;222.3577;103.0590;119.2987;317.1826;210.1035;101.6032;108.5003;310.6995;1.0000
2022-06-26T06:00:00.0/2022-06-26T07:00:00.0;645.2033;405.2426;237.3321;167.9105;480.9339;393.7986;248.4054;145.3931;502.9868;1.0000
2022-06-26T07:00:00.0/2022-06-26T08:00:00.0;854.4355;583.1973;381.0102;202.1871;585.9709;574.8734;404.6472;170.2263;622.2436;1.0000
2022-06-26T08:00:00.0/2022-06-26T09:00:00.0;1029.2191;736.0712;509.9958;226.0755;652.2538;732.7950;544.4885;188.3066;696.3356;1.0000
2022-06-26T09:00:00.0/2022-06-26T10:00:00.0;1157.6415;842.7303;587.4683;255.2620;668.7670;844.9948;636.3433;208.6515;724.2694;1.0000
2022-06-26T10:00:00.0/2022-06-26T11:00:00.0;1230.9485;893.7475;600.9955;292.7520;643.4014;812.4379;498.1757;314.2622;534.7430;1.0000
2022-06-26T11:00:00.0/2022-06-26T12:00:00.0;1244.1418;891.2189;569.2474;321.9716;602.8047;587.7747;157.3508;430.4239;166.5500;1.0000
2022-06-26T12:00:00.0/2022-06-26T13:00:00.0;1196.3199;842.1750;518.5007;323.6743;570.9363;591.3607;173.1796;418.1811;191.1229;1.0000
2022-06-26T13:00:00.0/2022-06-26T14:00:00.0;1090.7396;749.7590;445.0761;304.6829;537.1777;539.5597;197.1379;342.4218;235.3208;1.0000
2022-06-26T14:00:00.0/2022-06-26T15:00:00.0;934.5939;613.9052;340.0609;273.8443;478.2410;390.1820;65.9548;324.2272;95.1193;1.0000
2022-06-26T15:00:00.0/2022-06-26T16:00:00.0;738.5214;446.2162;216.7041;229.5121;383.8219;382.7450;154.8982;227.8468;279.8061;1.0000
2022-06-26T16:00:00.0/2022-06-26T17:00:00.0;515.8808;266.6978;99.2856;167.4122;247.7983;235.8111;73.9227;161.8884;184.9291;1.0000
2022-06-26T17:00:00.0/2022-06-26T18:00:00.0;281.8401;109.1514;21.7420;87.4095;91.6556;99.4054;12.8881;86.5174;48.8477;1.0000
2022-06-26T18:00:00.0/2022-06-26T19:00:00.0;59.9547;15.3237;0.6183;14.7054;6.8644;11.2331;0.0000;11.2331;0.0000;1.0000
2022-06-26T19:00:00.0/2022-06-26T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-26T20:00:00.0/2022-06-26T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-26T21:00:00.0/2022-06-26T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-26T22:00:00.0/2022-06-26T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-26T23:00:00.0/2022-06-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-27T00:00:00.0/2022-06-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-27T01:00:00.0/2022-06-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-27T02:00:00.0/2022-06-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-27T03:00:00.0/2022-06-27T04:00:00.0;9.7698;2.1031;0.0432;2.0599;1.0793;1.0489;0.0000;1.0489;0.0000;1.0000
2022-06-27T04:00:00.0/2022-06-27T05:00:00.0;180.4162;61.5274;8.3772;53.1502;48.7275;55.4291;2.8460;52.5832;13.8766;1.0000
2022-06-27T05:00:00.0/2022-06-27T06:00:00.0;414.4247;201.0137;66.3521;134.6616;203.0028;190.7008;64.7802;125.9207;195.5601;1.0000
2022-06-27T06:00:00.0/2022-06-27T07:00:00.0;643.9327;375.3343;169.7093;205.6250;343.9636;366.7722;186.8256;179.9465;378.0480;1.0000
2022-06-27T07:00:00.0/2022-06-27T08:00:00.0;853.3011;546.4885;285.5178;260.9706;439.3918;542.3268;323.5776;218.7493;497.7972;1.0000
2022-06-27T08:00:00.0/2022-06-27T09:00:00.0;1028.2614;693.4720;389.5773;303.8947;498.6129;695.7319;447.0742;248.6577;572.1290;1.0000
2022-06-27T09:00:00.0/2022-06-27T10:00:00.0;1156.8882;804.7441;471.7443;332.9998;536.9856;812.7988;544.9377;267.8611;620.2904;1.0000
2022-06-27T10:00:00.0/2022-06-27T11:00:00.0;1230.4131;870.6281;523.0778;347.5503;560.0598;880.8803;605.2986;275.5817;648.0984;1.0000
2022-06-27T11:00:00.0/2022-06-27T12:00:00.0;1243.8223;882.4525;531.5565;350.8960;563.0312;874.3238;576.7948;297.5290;611.0132;1.0000
2022-06-27T12:00:00.0/2022-06-27T13:00:00.0;1196.1989;840.7161;499.6375;341.0785;550.1940;849.8326;577.5997;272.2330;636.0211;1.0000
2022-06-27T13:00:00.0/2022-06-27T14:00:00.0;1090.7858;749.0206;431.2644;317.7562;520.4777;672.9711;370.7598;302.2113;443.0434;1.0000
2022-06-27T14:00:00.0/2022-06-27T15:00:00.0;934.7638;613.9317;332.1718;281.7599;467.1072;445.8767;117.7963;328.0804;165.5600;1.0000
2022-06-27T15:00:00.0/2022-06-27T16:00:00.0;738.7629;444.8812;211.6774;233.2037;374.6366;344.1509;103.8836;240.2674;184.8297;1.0000
2022-06-27T16:00:00.0/2022-06-27T17:00:00.0;516.1365;263.5383;95.8558;167.6825;239.0632;194.0979;20.2783;173.8196;48.7755;1.0000
2022-06-27T17:00:00.0/2022-06-27T18:00:00.0;282.0513;107.2840;21.4129;85.8711;90.6910;88.6638;4.2242;84.4396;16.0554;1.0000
2022-06-27T18:00:00.0/2022-06-27T19:00:00.0;60.0486;15.0881;0.7176;14.3705;7.8946;8.9005;0.0000;8.9005;0.0000;1.0000
2022-06-27T19:00:00.0/2022-06-27T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-27T20:00:00.0/2022-06-27T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-27T21:00:00.0/2022-06-27T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-27T22:00:00.0/2022-06-27T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-27T23:00:00.0/2022-06-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-28T00:00:00.0/2022-06-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-28T01:00:00.0/2022-06-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-28T02:00:00.0/2022-06-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-28T03:00:00.0/2022-06-28T04:00:00.0;9.3508;2.0093;0.0487;1.9606;1.1646;0.9598;0.0000;0.9598;0.0000;1.0000
2022-06-28T04:00:00.0/2022-06-28T05:00:00.0;178.9369;61.7091;9.8572;51.8519;58.4952;53.4840;1.2661;52.2179;6.5163;1.0000
2022-06-28T05:00:00.0/2022-06-28T06:00:00.0;412.9893;202.3859;72.2274;130.1585;222.1965;186.0611;62.6378;123.4233;186.1989;1.0000
2022-06-28T06:00:00.0/2022-06-28T07:00:00.0;642.5967;381.1744;188.0879;193.0865;381.4766;371.9588;203.0150;168.9438;411.3145;1.0000
2022-06-28T07:00:00.0/2022-06-28T08:00:00.0;852.1126;560.8159;325.8620;234.9539;501.9005;504.4597;258.0296;246.4301;404.4589;1.0000
2022-06-28T08:00:00.0/2022-06-28T09:00:00.0;1027.2582;716.8141;456.1971;260.6171;584.2155;648.3464;365.1507;283.1957;462.3920;1.0000
2022-06-28T09:00:00.0/2022-06-28T10:00:00.0;1156.0948;829.1463;543.9416;285.2047;619.7933;716.1328;375.1640;340.9688;430.1898;1.0000
2022-06-28T10:00:00.0/2022-06-28T11:00:00.0;1229.8395;888.2664;575.8202;312.4462;616.8499;552.2322;125.5673;426.6649;134.9477;1.0000
2022-06-28T11:00:00.0/2022-06-28T12:00:00.0;1243.4626;893.7922;567.4322;326.3600;601.1454;364.3884;19.0806;345.3078;20.1438;1.0000
2022-06-28T12:00:00.0/2022-06-28T13:00:00.0;1196.0322;847.6639;524.1237;323.5401;577.1738;443.6540;66.1995;377.4544;74.0770;1.0000
2022-06-28T13:00:00.0/2022-06-28T14:00:00.0;1090.7773;753.2963;448.7848;304.5115;541.5431;433.6016;59.4929;374.1087;70.2245;1.0000
2022-06-28T14:00:00.0/2022-06-28T15:00:00.0;934.8678;615.4395;342.1412;273.2982;480.9400;249.9044;0.0000;249.9044;0.0000;1.0000
2022-06-28T15:00:00.0/2022-06-28T16:00:00.0;738.9252;449.9695;223.8270;226.1425;396.7679;228.7413;21.0220;207.7193;38.1622;1.0000
2022-06-28T16:00:00.0/2022-06-28T17:00:00.0;516.2986;275.2042;112.0493;163.1549;280.9336;104.6191;0.0206;104.5985;0.0574;1.0000
2022-06-28T17:00:00.0/2022-06-28T18:00:00.0;282.1546;117.1961;30.9210;86.2751;133.3944;91.4206;6.7552;84.6654;27.8357;1.0000
